Student_ID,Full_Name,Gender,Date_of_Birth,Age_at_Graduation,Nationality,State_of_Origin,Admission_Year,Graduation_Year,Graduation_Date,Department,Faculty,Program,Final_CGPA,Class_of_Degree,Graduation_Status,Honors_or_Awards
YCT00145,Ọláchukwu Okechukwu,Female,1997-02-11,24,Nigerian,Enugu,2019,2021,2021-04-26,ND Architecture,Environmental Design,ND Architecture,1.7,Fail,Fail out,
YCT00146,Abimbola Abubakar,Female,1995-03-14,26,Nigerian,Yobe,2019,2021,2021-01-20,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,0.76,Fail,Fail out,
YCT00147,Ifeanyi Musa,Male,1997-11-06,23,Nigerian,Abia,2018,2020,2020-12-13,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.97,Fail,Fail out,
YCT00148,Tolulope Adedeji,Female,2000-11-27,19,Nigerian,Cross River,2017,2019,2019-11-13,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.47,Fail,Fail out,
YCT00149,Hadiza Eze,Female,1997-03-13,26,Nigerian,Anambra,2021,2023,2023-08-13,HND Architecture,Environmental Design,HND Architecture,2.46,Pass,Graduated,
YCT00150,Chinedu Okoro,Male,1994-02-26,27,Nigerian,Yobe,2019,2021,2021-09-05,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.29,Upper Credit,Graduated,
YCT00151,Amaka Oloruntoba,Female,2000-04-04,21,Nigerian,Jigawa,2019,2021,2021-04-18,ND Architecture,Environmental Design,ND Architecture,0.69,Fail,Fail out,
YCT00152,Uche Oyedepo,Male,1994-06-26,25,Nigerian,FCT,2017,2019,2019-09-03,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,2.26,Pass,Graduated,
YCT00153,Tunde Onyeka,Male,2002-09-24,18,Nigerian,Sokoto,2018,2020,2020-04-16,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,1.63,Fail,Fail out,
YCT00154,Esther Oladele,Female,2001-06-20,21,Nigerian,Akwa Ibom,2020,2022,2022-01-19,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.38,Upper Credit,Graduated,Dean's List
YCT00155,Folashade Echendu,Female,2002-06-10,20,Nigerian,Enugu,2020,2022,2022-06-28,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.19,Fail,Fail out,
YCT00156,Mercy Saleh,Female,1998-06-25,25,Nigerian,Katsina,2021,2023,2023-02-14,HND Computer Science,Science,HND Computer Science,3.07,Upper Credit,Graduated,
YCT00157,Chinedu Eze,Male,2003-03-02,22,Nigerian,Edo,2023,2025,2025-01-18,ND Computer Science,Science,ND Computer Science,0.75,Fail,Fail out,
YCT00158,Blessing Ibe,Female,1998-10-25,23,Nigerian,Akwa Ibom,2019,2021,2021-02-03,ND Architecture,Environmental Design,ND Architecture,1.18,Fail,Fail out,
YCT00159,Folashade Osho,Female,2003-01-16,18,Nigerian,Kaduna,2019,2021,2021-09-13,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.92,Lower Credit,Graduated,
YCT00160,Tobiloba Utomi,Male,1998-04-22,27,Nigerian,Edo,2023,2025,2025-05-26,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.71,Fail,Fail out,
YCT00161,Ifeoma Osho,Female,2001-09-04,21,Nigerian,Ebonyi,2020,2022,2022-08-04,ND Computer Science,Science,ND Computer Science,2.94,Lower Credit,Graduated,
YCT00162,Esther Ahmed,Female,2004-09-11,21,Nigerian,Ondo,2023,2025,2025-04-07,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.19,Pass,Withheld,
YCT00163,Sulaiman Abubakar,Male,1993-12-23,26,Nigerian,Kogi,2017,2019,2019-11-25,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,3.38,Upper Credit,Graduated,
YCT00164,Abike Ahmed,Female,2002-01-09,21,Nigerian,Jigawa,2021,2023,2023-12-04,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.9,Lower Credit,Graduated,
YCT00165,Temitope Oladele,Male,2003-12-01,20,Nigerian,Anambra,2021,2023,2023-09-26,HND Accountancy,Management Sciences,HND Accountancy,2.72,Lower Credit,Graduated,
YCT00166,Patrick Adebayo,Male,2004-05-07,19,Nigerian,Cross River,2021,2023,2023-05-20,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,0.26,Fail,Fail out,
YCT00167,Ifeanyi Yakubu,Male,2002-11-07,19,Nigerian,Yobe,2019,2021,2021-01-27,ND Accountancy,Management Sciences,ND Accountancy,2.89,Lower Credit,Graduated,
YCT00168,John Okonkwo,Male,2005-01-14,20,Nigerian,Zamfara,2023,2025,2025-02-11,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.47,Upper Credit,Graduated,Dean's List
YCT00169,Tolulope Saleh,Female,2002-10-01,22,Nigerian,Adamawa,2022,2024,2024-03-20,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.92,Lower Credit,Graduated,
YCT00170,Tobiloba Ali,Male,2000-08-06,20,Nigerian,Taraba,2018,2020,2020-06-18,HND Computer Science,Science,HND Computer Science,1.55,Fail,Fail out,
YCT00171,Oluseyi Oladele,Male,1997-08-04,27,Nigerian,Zamfara,2022,2024,2024-09-11,ND Accountancy,Management Sciences,ND Accountancy,2.33,Pass,Graduated,
YCT00172,Seun Utomi,Male,2002-09-01,21,Nigerian,Kwara,2021,2023,2023-07-21,HND Architecture,Environmental Design,HND Architecture,1.6,Fail,Fail out,
YCT00173,Ọláchukwu Kolawole,Female,2000-01-19,19,Nigerian,Anambra,2017,2019,2019-02-17,HND Accountancy,Management Sciences,HND Accountancy,0.57,Fail,Fail out,
YCT00174,Ifeoma Adedeji,Female,2003-10-01,20,Nigerian,Jigawa,2021,2023,2023-10-21,HND Business Administration,Management Sciences,HND Business Administration,3.69,Distinction,Graduated,Dean's List
YCT00175,Oluseyi Oloruntoba,Male,1997-10-23,26,Nigerian,Kano,2021,2023,2023-08-07,ND Business Administration,Management Sciences,ND Business Administration,1.65,Fail,Fail out,
YCT00176,Ifeoma Abimbola,Female,1996-11-06,25,Nigerian,Gombe,2019,2021,2021-10-17,HND Business Administration,Management Sciences,HND Business Administration,2.54,Lower Credit,Graduated,
YCT00177,Folashade Yakubu,Female,2003-03-28,19,Nigerian,Cross River,2020,2022,2022-10-24,HND Business Administration,Management Sciences,HND Business Administration,3.18,Upper Credit,Graduated,
YCT00178,Yetunde Yakubu,Female,2004-11-05,21,Nigerian,Gombe,2023,2025,2025-05-10,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,0.87,Fail,Fail out,
YCT00179,Ọláchukwu Oloruntoba,Female,2001-12-05,23,Nigerian,Sokoto,2022,2024,2024-12-23,ND Business Administration,Management Sciences,ND Business Administration,1.11,Fail,Fail out,
YCT00180,Ibrahim Ibrahim,Male,1997-01-19,23,Nigerian,Katsina,2018,2020,2020-09-16,HND Accountancy,Management Sciences,HND Accountancy,1.89,Fail,Fail out,
YCT00181,Ngozi Bello,Female,1993-01-16,27,Nigerian,Sokoto,2018,2020,2020-07-03,ND Architecture,Environmental Design,ND Architecture,3.67,Distinction,Graduated,Dean's List
YCT00182,Fatima Olatunji,Female,2000-12-16,19,Nigerian,Borno,2017,2019,2019-03-02,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,1.59,Fail,Fail out,
YCT00183,Femi Okoye,Male,2002-04-24,18,Nigerian,Enugu,2018,2020,2020-05-08,HND Accountancy,Management Sciences,HND Accountancy,3.84,Distinction,Graduated,Best Graduating Student
YCT00184,Femi Okafor,Male,2002-06-23,21,Nigerian,Taraba,2021,2023,2023-07-06,HND Business Administration,Management Sciences,HND Business Administration,2.41,Pass,Graduated,
YCT00185,Chinedu Ogunlana,Male,2000-04-15,21,Nigerian,Gombe,2019,2021,2021-03-18,ND Computer Science,Science,ND Computer Science,0.62,Fail,Fail out,
YCT00186,Abimbola Musa,Female,2001-07-05,20,Nigerian,Anambra,2019,2021,2021-08-11,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.55,Distinction,Graduated,Dean's List
YCT00187,Tolulope Olatunji,Female,2005-04-20,20,Nigerian,Kaduna,2023,2025,2025-08-01,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,2.99,Lower Credit,Graduated,
YCT00188,Tobiloba Olatunji,Male,1992-09-16,27,Nigerian,Adamawa,2017,2019,2019-02-09,HND Computer Science,Science,HND Computer Science,1.23,Fail,Fail out,
YCT00189,Tolulope Ibrahim,Female,2001-07-25,23,Nigerian,Kebbi,2022,2024,2024-06-02,HND Accountancy,Management Sciences,HND Accountancy,2.39,Pass,Graduated,
YCT00190,Samuel Oladele,Male,1995-09-16,24,Nigerian,Ondo,2017,2019,2019-01-09,ND Business Administration,Management Sciences,ND Business Administration,1.41,Fail,Fail out,
YCT00191,Oluseyi Okafor,Male,1994-03-05,26,Nigerian,Kwara,2018,2020,2020-04-04,ND Computer Science,Science,ND Computer Science,3.14,Upper Credit,Graduated,
YCT00192,Michael Ajayi,Male,1998-03-20,23,Nigerian,Imo,2019,2021,2021-05-01,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.42,Upper Credit,Graduated,Dean's List
YCT00193,Samuel Ibrahim,Male,1998-05-19,21,Nigerian,Anambra,2017,2019,2019-04-18,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,3.71,Distinction,Graduated,Dean's List
YCT00194,Christy Eze,Female,2004-08-03,21,Nigerian,Imo,2023,2025,2025-08-02,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,2.82,Lower Credit,Graduated,
YCT00195,Abdullahi Saleh,Male,2001-09-16,18,Nigerian,Ebonyi,2017,2019,2019-08-14,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.18,Upper Credit,Graduated,
YCT00196,Tolulope Okoye,Female,1994-03-18,26,Nigerian,Lagos,2018,2020,2020-08-13,HND Computer Science,Science,HND Computer Science,2.06,Pass,Graduated,
YCT00197,Fatima Olawale,Female,2001-05-05,18,Nigerian,Kano,2017,2019,2019-12-01,HND Architecture,Environmental Design,HND Architecture,1.3,Fail,Fail out,
YCT00198,Uche Adeoye,Male,2000-09-22,25,Nigerian,Jigawa,2023,2025,2025-02-09,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,2.84,Lower Credit,Graduated,
YCT00199,Chibuzor Bello,Male,1994-08-16,25,Nigerian,Rivers,2017,2019,2019-07-06,ND Computer Science,Science,ND Computer Science,1.05,Fail,Fail out,
YCT00200,John Adeoye,Male,1999-06-28,20,Nigerian,Abia,2017,2019,2019-08-13,HND Computer Science,Science,HND Computer Science,1.3,Fail,Fail out,
YCT00201,Oluseyi Sani,Male,1998-02-11,26,Nigerian,Plateau,2022,2024,2024-08-10,ND Accountancy,Management Sciences,ND Accountancy,1.26,Fail,Fail out,
YCT00202,Aisha Eze,Female,2000-10-28,23,Nigerian,Edo,2021,2023,2023-04-27,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.96,Lower Credit,Graduated,
YCT00203,Ifeanyi Okonkwo,Male,1995-11-14,24,Nigerian,Adamawa,2017,2019,2019-12-16,HND Computer Science,Science,HND Computer Science,2.27,Pass,Graduated,
YCT00204,Chukwuemeka Ibrahim,Male,2000-07-02,22,Nigerian,Niger,2020,2022,2022-10-28,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.13,Upper Credit,Graduated,
YCT00205,Ifeanyi Yakubu,Male,1999-12-01,22,Nigerian,Niger,2019,2021,2021-09-20,ND Business Administration,Management Sciences,ND Business Administration,2.08,Pass,Graduated,
YCT00206,Patrick Ibe,Male,1998-03-05,22,Nigerian,Ogun,2018,2020,2020-07-25,HND Accountancy,Management Sciences,HND Accountancy,2.23,Pass,Graduated,
YCT00207,Ifeanyi Abubakar,Male,2006-01-27,19,Nigerian,Yobe,2023,2025,2025-01-06,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,3.25,Upper Credit,Graduated,
YCT00208,Ifeoma Olatunji,Female,1996-12-06,23,Nigerian,Yobe,2017,2019,2019-11-19,HND Computer Science,Science,HND Computer Science,0.34,Fail,Fail out,
YCT00209,Aisha Nwachukwu,Female,1994-03-13,26,Nigerian,Delta,2018,2020,2020-01-13,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,3.43,Upper Credit,Graduated,Dean's List
YCT00210,Tobiloba Saleh,Male,2002-02-05,19,Nigerian,Ogun,2019,2021,2021-09-01,HND Business Administration,Management Sciences,HND Business Administration,3.97,Distinction,Graduated,Gold Medalist
YCT00211,Ifeanyi Oloruntoba,Male,2002-07-20,18,Nigerian,Osun,2018,2020,2020-08-18,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.11,Upper Credit,Graduated,
YCT00212,Ifeoma Ogunlana,Female,1998-09-23,23,Nigerian,Plateau,2019,2021,2021-07-16,ND Accountancy,Management Sciences,ND Accountancy,0.73,Fail,Fail out,
YCT00213,Emeka Ogunlana,Male,1996-11-26,26,Nigerian,Osun,2020,2022,2022-12-25,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.29,Pass,Graduated,
YCT00214,Chiamaka Ajayi,Female,2000-03-21,22,Nigerian,Taraba,2020,2022,2022-06-22,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.53,Fail,Fail out,
YCT00215,Samuel Adeoye,Male,1998-01-23,24,Nigerian,Kaduna,2020,2022,2022-01-28,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.1,Fail,Fail out,
YCT00216,Folashade Osagie,Female,2002-05-26,23,Nigerian,Plateau,2023,2025,2025-03-28,ND Architecture,Environmental Design,ND Architecture,3.17,Upper Credit,Graduated,
YCT00217,Abimbola Ebong,Female,1997-09-12,26,Nigerian,Nasarawa,2021,2023,2023-05-01,ND Business Administration,Management Sciences,ND Business Administration,1.77,Fail,Fail out,
YCT00218,Ugochi Bello,Female,1994-12-24,26,Nigerian,Ondo,2018,2020,2020-09-25,ND Business Administration,Management Sciences,ND Business Administration,0.65,Fail,Fail out,
YCT00219,Abimbola Ali,Female,2002-11-28,20,Nigerian,Katsina,2020,2022,2022-08-08,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,2.13,Pass,Graduated,
YCT00220,Aisha Osagie,Female,2000-05-18,23,Nigerian,Cross River,2021,2023,2023-02-19,ND Architecture,Environmental Design,ND Architecture,0.18,Fail,Fail out,
YCT00221,Mercy Abimbola,Female,2001-03-11,24,Nigerian,Edo,2023,2025,2025-04-09,ND Accountancy,Management Sciences,ND Accountancy,3.41,Upper Credit,Graduated,Dean's List
YCT00222,Hadiza Kolawole,Female,1998-11-13,21,Nigerian,Yobe,2017,2019,2019-02-28,HND Computer Science,Science,HND Computer Science,3.0,Upper Credit,Graduated,
YCT00223,Yetunde Ibrahim,Female,2003-02-22,21,Nigerian,Lagos,2022,2024,2024-12-11,ND Business Administration,Management Sciences,ND Business Administration,1.46,Fail,Fail out,
YCT00224,Abdullahi Oladele,Male,2003-06-02,19,Nigerian,Jigawa,2020,2022,2022-08-16,HND Accountancy,Management Sciences,HND Accountancy,2.48,Pass,Graduated,
YCT00225,Abdullahi Okoro,Male,2003-03-24,19,Nigerian,Kogi,2020,2022,2022-07-03,ND Accountancy,Management Sciences,ND Accountancy,2.49,Pass,Graduated,
YCT00226,Chinedu Adeoye,Male,2001-11-22,18,Nigerian,Osun,2017,2019,2019-06-24,HND Architecture,Environmental Design,HND Architecture,2.49,Pass,Graduated,
YCT00227,Ugochi Osagie,Female,1999-02-04,20,Nigerian,Zamfara,2017,2019,2019-06-17,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.02,Pass,Graduated,
YCT00228,Chinelo Eze,Female,2005-06-12,18,Nigerian,Kaduna,2021,2023,2023-09-18,ND Accountancy,Management Sciences,ND Accountancy,1.18,Fail,Fail out,
YCT00229,Tobiloba Bello,Male,1994-01-02,26,Nigerian,Kano,2018,2020,2020-01-11,HND Computer Science,Science,HND Computer Science,2.04,Pass,Graduated,
YCT00230,Yetunde Oloruntoba,Female,1997-09-23,24,Nigerian,Rivers,2019,2021,2021-02-05,HND Business Administration,Management Sciences,HND Business Administration,0.22,Fail,Fail out,
YCT00231,Seun Adeoye,Male,2005-02-06,18,Nigerian,Taraba,2021,2023,2023-12-27,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.82,Fail,Fail out,
YCT00232,Chinelo Okonkwo,Female,1997-11-27,22,Nigerian,Adamawa,2017,2019,2019-09-07,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.35,Pass,Graduated,
YCT00233,Femi Adedeji,Male,2002-08-03,22,Nigerian,Anambra,2022,2024,2024-03-20,ND Business Administration,Management Sciences,ND Business Administration,1.13,Fail,Fail out,
YCT00234,Ọláchukwu Okoye,Female,2002-07-18,20,Nigerian,Kebbi,2020,2022,2022-09-13,ND Architecture,Environmental Design,ND Architecture,3.49,Upper Credit,Graduated,Dean's List
YCT00235,Abdullahi Utomi,Male,1998-12-07,21,Nigerian,Kwara,2017,2019,2019-10-06,HND Computer Science,Science,HND Computer Science,3.89,Distinction,Graduated,Best Graduating Student
YCT00236,Patrick Sani,Male,2005-01-25,19,Nigerian,Edo,2022,2024,2024-03-18,HND Computer Science,Science,HND Computer Science,3.38,Upper Credit,Graduated,Dean's List
YCT00237,Blessing Oloruntoba,Female,1998-06-17,22,Nigerian,Borno,2018,2020,2020-10-06,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,3.32,Upper Credit,Graduated,
YCT00238,Ọláchukwu Okoro,Female,2001-03-14,22,Nigerian,Anambra,2021,2023,2023-12-06,HND Urban and Regional Planning,Environmental Design,HND Urban and Regional Planning,1.85,Fail,Fail out,
YCT00239,Abimbola Jimoh,Female,2001-09-09,21,Nigerian,Kogi,2020,2022,2022-11-03,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,3.43,Upper Credit,Graduated,Dean's List
YCT00240,John Ebong,Male,2002-12-08,23,Nigerian,Ekiti,2023,2025,2025-01-20,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.97,Fail,Fail out,
YCT00241,Ngozi Sani,Female,2001-06-20,24,Nigerian,Ogun,2023,2025,2025-03-07,HND Architecture,Environmental Design,HND Architecture,3.06,Upper Credit,Graduated,
YCT00242,Ibrahim Musa,Male,2000-01-09,23,Nigerian,Ondo,2021,2023,2023-09-21,HND Architecture,Environmental Design,HND Architecture,1.55,Fail,Fail out,
YCT00243,Uche Ogunlana,Male,2002-12-12,21,Nigerian,Plateau,2021,2023,2023-08-24,HND Business Administration,Management Sciences,HND Business Administration,0.01,Fail,Fail out,
YCT00244,Emeka Okechukwu,Male,2002-06-07,22,Nigerian,Kebbi,2022,2024,2024-08-22,HND Accountancy,Management Sciences,HND Accountancy,3.64,Distinction,Graduated,Dean's List
YCT00245,Ngozi Eze,Female,1997-03-21,22,Nigerian,Taraba,2017,2019,2019-03-17,ND Electrical/Electronics Engineering,Engineering,ND Electrical/Electronics Engineering,1.97,Fail,Fail out,
YCT00246,Chukwuemeka Okoro,Male,2001-03-05,19,Nigerian,Lagos,2018,2020,2020-07-21,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,1.16,Fail,Fail out,
YCT00247,Ọláchukwu Ibe,Female,2000-09-18,24,Nigerian,Zamfara,2022,2024,2024-06-18,ND Science Laboratory Technology,Science,ND Science Laboratory Technology,0.3,Fail,Fail out,
YCT00248,Esther Ali,Female,1998-01-15,25,Nigerian,Kaduna,2021,2023,2023-12-08,HND Architecture,Environmental Design,HND Architecture,2.38,Pass,Graduated,
YCT00249,David Kolawole,Male,1997-06-20,22,Nigerian,Akwa Ibom,2017,2019,2019-01-24,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,0.05,Fail,Fail out,
YCT00250,Rasheedat Kolawole,Female,1992-07-09,27,Nigerian,Nasarawa,2017,2019,2019-03-27,HND Accountancy,Management Sciences,HND Accountancy,1.67,Fail,Fail out,
YCT00251,Tolulope Onyeka,Female,2003-10-02,18,Nigerian,Ondo,2019,2021,2021-03-04,HND Architecture,Environmental Design,HND Architecture,1.3,Fail,Fail out,
YCT00252,Yetunde Adedeji,Female,2004-09-10,21,Nigerian,Rivers,2023,2025,2025-02-10,ND Urban and Regional Planning,Environmental Design,ND Urban and Regional Planning,1.73,Fail,Fail out,
YCT00253,Uche Saleh,Male,1995-04-20,25,Nigerian,Ogun,2018,2020,2020-12-01,HND Electrical/Electronics Engineering,Engineering,HND Electrical/Electronics Engineering,0.98,Fail,Fail out,
YCT00254,Tolulope Bello,Female,2003-06-02,19,Nigerian,FCT,2020,2022,2022-01-25,HND Science Laboratory Technology,Science,HND Science Laboratory Technology,2.55,Lower Credit,Graduated,
